,source,target
78164,come on now gambon the butt goes out again,come-on got the back out again
260010,and you with the hair don't even think of putting that in your goddamn book.,don't even think about putting it in the book!
497420,"""we can burn him again.","""we can light the fire again."
190421,what the hell did he do?,what the devil's he done now?
478292,their dicks?,their birds?
437776,textbooks are for fools.,textbooks are for nerds.
386972,then stay wet you piece of shit.,well then stay all wet harding huh?
189657,never have that damn thing down in front of me!,you never bring it down in front of me.
550268,because he knows he can screw someone like you.,because he knows he can run out with someone like you.
113386,you smell like beer.,mm you smell like beer.
570199,the vortices had no idea what kind of useless cargo they were carrying.,the raftsmen didn't know what kind of unholy cargo they were conveying through the dale.
456715,i can't do this shit forever!,i can't do this forever!
536157,no she'll look like a doormat.,she'll look like a maid.
153190,i never liked that little bastard.,i never liked that smell.
64803,if it's our turn to host game i'm gonna host goddamn game night.,if it's up to us to host the game we'll host the night game.
566647,we have sex for the first time in years... - and this is the first thought to cross your mind?,did we sleep together for the first time in years and this is what you think?
568999,aren't you just a boy beating my son?,aren't you the boy who beats up my son?
415630,he's like a ninja with this crap.,he's like a ninja in this.
203558,holy shit.,holy shazam.
208486,you promised us a murder.,schmidt: we were promised murder.
378053,"you're sure? ""hot mass three-hole action... representing two sexy black sisters --""","""sizzling three-way backdoor action... featuring two sexy soul sisters--"""
142096,no shut up he's there.,no because there he shut up there.
169027,where the hell did this come from?,where the heli'd this come from?
232607,"shit. ""til death do us part?' men aren't wired to be monogamous.","""till death do us part?"" men simply don't have monogamy in genes."
226342,so say sayonara to the car and hello ridiculous insurance premium.,so you say you say goodbye to the car and say hello to the substitute for the insurance.
60981,i'd like to fuck you.,i'd do it for you.
333482,and you go back to your pigsty!,and you you're going back to the shed!
210175,oh shit!,oh hell!
396571,i picked a stupid song.,it was a bad song.
159052,okay first of all you call yourself a hermit but you're dressed as an indian.,okay first you're calling yourself a pilgrim but you're dressed like an indian.
230506,you're more funny when i'm not dehydrated and disgusted by women.,you're funnier when i'm not dehydrated and annoyed at your gender.
196854,you have no guts!,you have no courage...
536087,my queen your attacks will end with our death.,my queen these attacks are killing us.
499232,mr. cohen. sir are you sick?,mr. coh...... sir are you all right?
184725,subsidised foreign fucking vowels.,drawn and in a foreign language!
470218,a lot of guys will die soon.,a lot of men will be dead soon.
387707,doolittle's talkin' to the bomb. you're a bad shot!,doolittle's talking to the bomb you're gonna hit the bomb!
202635,but the whore you fuck virginia hill...,but that broad you're banging virginia hill...
544353,oh my god he is so pathetic.,oh god what a sad case.
13403,"""once you're dead you stay dead.""",when you're dead you stay dead.
398086,you're going to testify you'll help me hang cattle thieves... and i'll give you a pardon.,you go on the stand and help me hang rustlers and i'll give you pardon.
275695,think about the fucking...,think about numberes guys.
77339,first all the slaves... ...all the cheap ones and the females past their prime.,first all the slaves the older women who don't have a valuable price.
486577,i can't preside over where the witches reign.,i cannot preside over a reign of witches.
430024,damn davis i'ma tell you when i'm ready.,hell davis i'll tell you when i'm ready.
309175,you will die.,you will.
383489,what the hell were they looking for?,what the hell did they find?
195097,you'll be killed.,getting killed?
218016,one was big like hog.,one was big like a boar.
496798,are you one of those losers who lose interest when they find out that a girl can't get married in white anymore?,i know i feel better knowing all this. lindsey: you one of those guys who loses interest in a woman once he realizes she can't wear white to her wedding?
155726,keep your dirty little hands to your dirty little selves!,keep your lecherous hands to yourself.
213643,maybe she should do her own damn cooking.,maybe she should cook herself.
518044,i swear that girl ain't got no goddamn gratitude.,i swear the girl doesn't have a bit of gratitude.
451484,the blacker the better.,the more the better.
523320,the bastards stripped her...... to rid her of human dignity and we should be indifferent?,i agree someone else stripped her... but it's our apathy that ripped away her dignity.
436694,get out of the bloody way!,get out of my way!
362476,white girls are a hassle.,white girls are smooth.
300537,hurt her again and i'll swear you'll pay for it.,well... hurt her again and i swear you will pay.
92473,to atone for my sins i'll fight him to the death,to erase my sins i will fight him for life and death.
43301,you niggas don't want to see me.,do not wish to see me.
63046,we... we chopped them up.,i mean we-- we-- we chewed 'em up.
35556,i know but this time something's fucked up.,i know it but something must have jumped wrong this time.
376594,or is it totally fucking thinking?,or is it sheer bloody-mindedness?
189434,"""killing cops is not nice to me "" foster said.","""i don't like it when cops get killed "" foster said."
317593,then they burn the heart in a little fire.,then the heart burns on the small fire.
300814,oh shit.,bollocks.
2287,daily call from jude. best friend. head of investment at brightlings bank... who spends most of her time... trapped in the lady's toilet crying over fuck wit boyfriend.,a daily conversation with the best friend jude the boss over an investment in brightling bank who spends most of the time... crying in the toilet for her picture of a boy.
66880,some bad luck some fucked-up game and we found ourselves here beaten twice in two weeks.,some bad luck some sloppy play and we find ourselves down two games in two weeks.
221207,i'm gonna get all those dogs out of that horrible prison.,i'll bust all those dogs out of that doggie dungeon.
12895,i wanna get out of this fucking place!,i want to get out of this place!
532773,stop yelling or i'll have to shut you up.,quit yelling or i'll have to fill you with lead.
70989,you know shit about stealing cars!,you don't know the fîrst thing about stealing a car!
447725,it's just that monks they talk shit but they can't back it up.,but it's just that the monks talk gibberish but they don't stand for it.
353296,the story could have happened anywhere. it's how they get kids to shit themselves.,the story could have come from anywhere that's how small kids are haunted man.
570578,i bet it's that annoying shredder and kraang.,i bet that pesky shredder and kraang are behind this.
260443,this is going to look a little silly but i wonder what color you like.,this will probably seem silly... but i was wondering what your favorite color is.
527502,but before we do any of that shit... we gotta find a motherfucker in the know-- someone like the mayor of hollywood.,but before we do anything we need to find someone who's in here... someone like the mayor of hollywood.
55002,every damn day since you two met.,ever since the day you met him.
11954,he's got a hole in his head.,he's got a nine-mil slug in his head.
512618,"""this is the ultimate moment with the only object of my filthy lust.""","""in this supreme moment with the sole object of my lewd desire"""
98902,they had to throw up some bullshit rule barring you from the boys' contest.,they had to come up with the rule so they wouldn't let you out on a boys' competition.
267696,i'm not going to fuck your mouth and my time is extremely valuable.,i'm not from hollywood and i don't want you to cut my mouth but my time is really valuable.
519282,i swear to god i'm gonna get backstage and blow one of those chipmunks!,i swear i'll go backstage and deal with the chipmunks.
483881,that hobbs wanted to kill.,who hobbs intended to kill.
159690,let him bleed on the carpet.,don't let him bleed on the carpet!
82762,and you always told me that... killing him wouldn't change anything.,and you've always told me there's nothing going to change his death.
486508,you'll go watch tv and eat cheesy poofs ass-master.,you're going to watch tv and eat crisps.
393235,you're gonna give me a heart attack.,i'm gonna have a heart attack.
483190,he got his patsies.,he's got his scapegoats.
223298,and the pathetic part is it's not going to work.,and the sad part is that it's not going to work.
536078,you fart?,did you fart?
553927,i didn't kill anyone but i'm a bitch.,well i haven't killed anybody but i've been pretty bad.
322635,so you excited her about beating my brains out.,you got her so worked up she humped my brains out.
17170,and i bet you've got a pair of ass-less chaps in the back of your wardrobe somewhere.,i bet you got a pair of these bald pants stashed at the bottom of the closet.
29776,look i know this sucks.,look i know it's useless.
343841,no one wants to see you and leslie working more than ryan and me but you screwed up.,no one wants to see it work out between you and leslie more than ryan and i but you are screwing everything up.
93866,i'll buy her off you she's no good to you anyway over my dead body,i'll buy it from you and it's still nothing to you just over my dead body.
291042,i need fucking lemon!,i need lemon!
80403,i like to hit it alone.,i like to travel alone.
287878,you wanted his death right?,i thought you wanted the guy dead?
472809,the stupid helmet protects me in front of really bad guys...,this dorky-looking helmet is the only thing that'll protect me from the real bad guys.
404743,what the hell are you doing?,what do you work?
98953,you do not wanna fuck with me.,i'm not supposed to fool around with me.
191586,i can't cook worth crap but...,i don't know how to cook but...
555535,i'd make a crappy heroin addict.,i'd be a bad heroin addict.
148709,yeah but it’s worse when it’s not drunken high school boys but your dad!,yeah but it's not pleasant when your sober adult father does it!
531781,i just heard he was gonna get his ass kicked.,i just heard he's gettin' busted.
539000,it's depressing and freaking cold!,it's late and it's still so cold.
237120,ladies and gentlemen... ...this painting is a forgery. she's a liar!,ladies and gentlemen this painting is a forgery.
390195,maybe one arn.,about an arn.
12893,"""to tell you the truth we treated you like a dog.","""treated you like a dog really."""
472084,i need prolix and poop.,i need prolix and i need morphine.
561916,so i can keep masturbating.,so i can keep on chasing.
235762,we can't leave him here. he'll die.,we can't just leave him.
431687,it was probably done by some crackpot shrink with a fake swedish accent.,he was probably drafted by some confused shrink with a fake swedish accent.
170055,he's so childish.,it's childish.
51059,what the hell are you smirking at?,what are you grinning about?
58875,'anyone would think you'd had your head cut off.',"""one would think that your head had fallen."""
89641,look you can't be half a gangster nucky.,you can't be half a gangster.
211388,you know the fuck?,you know him?
394769,you whore! and with tongue!,and with a tongue!
398897,the kind who sexually abuse young children?,with those who sexually molested kids?
371495,and i've been so shitty to you and then i thought why wouldn't you know? it takes one to know one right?,i was bad... and then i figured you know you have to be one of us.
189865,"""to protecting that which he values most in this world his family "" blah blah blah. harry minutes before you walk in there the judge will have just seen a two-year-old with his skull crushed in by some drug-crazed crack-whore mother of his who turns out to be",harry two minutes before you're on line the judge will be addressing a two-year-old boy with a rabid skull from some junkies his high-profile mother who as it turned out was
51852,how do we get tits across the border?,how are we gonna get the goats across the border?
266382,the uterus and vagina are detached from the body by incising the vaginal wall just above the junction between perineal skin as shown in figure .,the uterus and the vagina shall be separated from the body by the pulp of the outer wall just above the link between the perineal skin as shown in figure .
132859,write about how she has sex with her boyfriend times a day.,why doesn't she talk about her boyfriend whom she loves times a day?
325837,you smell like my father's basketball.,you smell like my stepdad after he plays basketball.
549624,god you're so pathetic!,oh god you're so melodramatic.
337241,women prefer dead presidents than money-poor boys.,and in my experience women like dead presidents more than broke boyfriends.
467101,bikinis and big butts that's what life is about!,bikinis and big booties y'all! that's what life is about!
208570,it's solitary they might as well kill us in our sleep.,lonely spot like this we could be murdered in our beds.
464444,the pig doesn't get in.,the pig must not enter.
192708,you will die at the high priest,# you'll just die in the high priest's house
468269,they might be gone they could have killed them - ',"perhaps they could vanish killed by bandits–"""
285168,these files should be more than enough to give her a bullet-proof bullet.,this file should be more than enough to earn her a retirement bullet.
277659,with all due respect sarge you don't know a goddamn thing about her.,with all due respect sarge... you don't know anything about her.
273620,no i'm not nuts it's been following me all fucking morning!,no i'm not crazy they've been following me all morning!
494388,you're just keeping him and his pretty dick hanging on so you still have access to him in case he doesn't go for exhibit a.,you're just trying to keep an attitude to him and his tail in case he wants to show off.
490409,or you can't do it and you will be damned.,or you won't and you'll be doomed.
515833,then you have worms you eat your own boobies.,soon you are both having worms eating your own poopech...
99883,the again when i start piercing shit i got infections... a girl says try pure silver... cleared up like that.,"when i started piercing i had an infection i tried ""pure silver."" and then it was gone."
77173,i just called him a maniac.,i just called him.
73214,i'm not really in the mood for a blowjob but thanks.,i'm really not in the mood for redemption right now but thanks.
529316,"""but "" david said ""it's a devilish cradle killing its people.","""but "" said david ""it's one hell of a cradle which crushes its occupants."
487185,you sound like a mouse farting behind a baseboard he thought.,it sounds like he's banging the mouse under the floorboards he thought.
346679,"come on ""freak.""","come on man ""berserker"" !"
530667,if your american believes he is a king he must be crazy.,if your american believes he's a king then he's mad.
298237,she's a fine girl and a hard worker... ...and she's a good salesgirl and you shut up!,she's a good girl she works hard she's a good salesgirl and you keep quiet!
245096,we got every mob in town east side west side ready to pull together share that good shit that prop joe is putting out there.,the fact is every gang in the city on the east side i west side is ready to pull together share territory with the good stuff that prop joe delivers.
311120,the police or pigs as they are affectionately known are always busy solving crimes.,police or hairy as they are heartily called must constantly investigate crimes.
357352,yeah looks like he's going to be kind of a hunk.,he looks like he's going to be a good-looking guy.
283467,if he's the same unsub he's got another kid to use for those ridiculous phone calls.,if this is the same unsub he must be using another child to make the prank phone calls.
364681,'you just killed an auditor with a chocolate?',"""you just killed an auditor-general?"""
194425,'you can't wait to kill thing? ','eager for the kill little wing?'
567867,what happened pussycat?,what happened sweetheart?
120505,it's still mexicans cooking that shit and i know what they do to it!,it's mexican and i know what they do with it.
509049,ugh you're so boring.,you're so boring.
372744,dude justice aside this shit's karmatically mine,dude justice aside this one says to me
103910,damn right i was active.,hell i'm active.
144713,i might as well spend time with my stupid bleeding head what's wrong with you?,i might as well hang out with bleeding dummy head what is wrong with you?
140528,remembering tommy owns a dry fruit business and night bitch teaches ballet.,the memory of tommy has a fruit shop and a night beyond teaches ballet.
453709,once he sees his ear he must pour the poison into him.,whenever he sees an ear... ...he likes to pour hemlock in it.
289803,i knew he was crazy.,i knew that guy was squirrely.
285961,the bastard took advantage of him as a human bait.,that s.o.b. used him as a human decoy.
200797,damn jodo... did you fail again?,does this mean you've bungled again jodo?
407412,you mean you a beautiful and acrid woman lonely restless you never...,you mean to say a lovely woman like yourself attractive to men... ...lonely restless that you never...
286744,tarzan shook his head and an expression of wistful and pathetic longing sobered his laughing eyes.,tarzan nodded and in his eyes still glowing with cheerful light showed an expression of interesting desire.
149330,it's a swiss fuckin' watch.,it's like a swiss watch.
302010,he doesn't know shit about the shock wave anyway.,she doesn't know anything about shock waves anyway.
255336,what do you care if i'm a guy or a girl douche bag?,what do you care if i'm a girl or a boy?
416368,the hell you can't.,of course you can't.
92838,you have to take me to go get those jewish baby tests.,we have to get these kids' jewish tests.
227704,shut up.,be quiet.
48944,this place is... it's not shit.,yeah. hey this place is like not shitty.
422050,anyone has a brain.,anyone with a brain.
170291,you're gonna slap me and then you want to apologize?,you don't go and slap somebody then apologize.
555073,yes hanson told me last night that he was taking his money back from the movie... a day before the most important photography an idiot.,yes hanson told me last nigh that he was pulling his money out of the movie-- the day before principal photography the sch.
124694,i can sterilize him.,i can sterilize that.
347101,now every time your parents look at me they'll see the girl who's having sex with their son.,because now they look at me they see a girl who sleeps with their son.
120723,because you were evil.,because you were mean.
342809,here i am. holy shit! lili what are you doing here all alone?,here i am. what are you doing here alone?
265131,why the fuck can't we wait for the company and have some guns on our side?,why the hell can't we wait for the company to have our weapons on our side?
527647,crazy fist went mad...... and the pistolman shot himself.,mad fist went mad... ...and the gun shot himself.
57982,what fighters these burada are--men of steel!--shoot them and they don't fall.,men like steel the burads-you will hit them and they don't fall.
297497,i'm sorry to fuck you.,"i am sorry i had to interrupt it."""
362500,what i heard you're a damn good cop.,from what i hear you're a pretty darn good cop.
221673,what the hell are they doing?,what are they doing?
239368,you know damn well that america does not want to enslave all arabs.,you know america doesn't want to enslave all the arcs.
322811,dude are you still listening to that gay white guy?,hey man you still listen to that pinche white-boy candy rapper?
140,i'm talking to myself like a nut.,i'm talking to myself like crazy.
175752,"""the poor bastards are always in the light with their senior officers about.",'these poor people are still in their eyes their superiors are milling around.
349693,although i do think about all the pussy i could have got if i played trumpet instead of trombone man.,but i'm thinking of how i could have had a baby if i had a spot on my trombone.
54654,no way i don't go in for any of that macho crap.,no way i'm not going in for any of those giant brawls.
398517,so tell me dork where do you suppose hamburgers come from? nobody shoots them!,and where do you think the noise the hamburgers? - nobody shoots at them!
152246,you don't think not 'cause you go to a restaurant for black people...... and you talk about black and white on tv.,you think you ain't because you eat in claude's... ...and you're on tv talking about black and white.
425147,i don't know who you're trying to honor with all this crap.,i don't know who you want to honor.
237041,he's a new regional head of sales...... my boss and bully.,he's the new regional sales manager. my immediate boss. and a tyrant.
514160,man with gun get your ass up out the car.,the guy with the gun get out of the car.
25072,if juliette dies... you're dead.,if juliette dies... you're done.
428581,you were supposed to fucking dump her.,you should have dumped her.
23053,but when that contract is signed he will no longer choose when he wants to eat sleep fuck or fight. those decisions will be made for him. he will be part of something bigger than himself.,but when the contract is signed he will no longer choose when he wants to eat sleep fuck or fight. he will be a part of something greater than a solitary one he will train for consecutive days and learn his total m a rifle better than his own.
20041,damn that was close.,goddam that was intense!
52181,because of those pills he's going to kill himself.,someone's gonna make a killing on these pills.
324190,kama sutra nude basshunter sexy girls linkin park wwe jonas brothers amnesia ibiza enrique iglesias hentai hanah montana bb big brother xxx sex scenes pamela anderson sex video girls cup akon orgasm power rangers mistic forse,amnesia ibiza power rangers mistic forse pamela anderson sex video bb big brother kama sutra nude amnesia ibiza power rangers mistic forse linkin park
298810,nobody just hits a hooker in .,no one just drops dead at .
96467,they used to try and beat the shit out of me instead.,instead they tried to beat me up.
370997,and even if you did have both of these things i couldn't sell you the car because the damn thing's not for sale.,and even if you did i wouldn't sell it to you because it's just not for sale.
526756,shit! watch the car!,watch the car!
203745,too bad she smelled like stinky tofu tonight.,it's a shame she was feeling for her stinky tofu tonight.
410644,who the fuck are you talking to?,what are you talking about?
397006,all the halls within must be filled with his foul reek.,all the halls must be filled with that nasty smoke.
516359,hey i need information about a big horny monkey pronto amigos.,look i need some info on a giant horny ape pronto amigos.
536935,'shut up!' said galder.,"""quiet!"" said galder."
560123,according to mr. chung's horoscope i was born in a pig.,according to mr chung's menu i was born in the year of the pig.
295747,what fucking difference does it make huh?,what difference does it make?
189887,blind as a bat man.,but i was blind as a bat.
450870,that's the only thing in this stinking world that means anything to me.,not my instrument - it's the only thing in this whole stinking world that means anything to me.
229242,i've seen kick-ass he's at my age.,i've seen him. he's my age.
110513,this psychiatry shit... apparently what you're feelin' is not what you're feelin' and what you're not feelin' is your real agenda.,in psychiatry you don't feel what you feel you really feel what you don't feel.
458448,twenty years we're finally gonna know what it's like to have sex with each other.,twenty years and we finally know what it's like to have sex.
238573,can you ask the chef if he can whip me up a room without so many pubic hairs in the bathtub?,can you ask the chef if i can get a room without so much pubic hair?
547650,i'll be a fool for you,i'm crazy about you
294001,i chased that son of a bitch for two years and when i finally caught him you froze me into ice cubes.,i tracked that dirtbag for two years... ...and when i finally bring him downyou turn me into an ice cube.
265329,you know i kill people to protect richard.,you know i'm killing to protect richard.
56049,no one wants to see you guys go backward and forward for fucking hours.,no one wants to see you go back and forth for four hours.
344139,i'm a fat wool merchant with a hen-pecking wife and three daughters.,i'm just a fat cotton merchant with his wife and three daughters.
257067,and then they'll be on their way to shit.,then they're gonna be on their way down.
163328,you keep that shit to yourself.,keep it to yourself.
415518,i want to burn these companies before the clock runs out.,i want the companies set afire before time runs out.
271220,"""death will come on swift wings ""...to whomsoever opens this chest.""","""death on fast wings is racing"" anyone who opens this box. """
550742,"""the brutes!"" muttered tarzan.","""animals!"" muttered tarzan."
378322,it's like those black people live almost like trees and they barely lost their tails or they would have banished us.,we're lucky they're still in trees and have barely lost their tails or they'd have already thrown us out.
267787,oh my god. are you fucking her?,oh god you're plugging her?
353061,dirty huh?,slumming huh?
97709,i'm bigger than you bitch.,i'm bigger than you.
563662,are you having sex?,you mean sex?
329475,he's trying to get us out of this shit.,tryin' to talk us out of the spot we're in.
433833,but you wanted her to shoot you.,but you wanted her to shoot for you right?
526148,i'm a faggot because i have a beard.,i'm not gay because i have a beard.
480228,"""i know it sounds weird "" she said ""but i'm dying for a cigarette and this is the only place in this damn building where i can keep one of them on fire.",'i know it sounds weird ' she said 'but i'm dying for a smoke and it's the only place in the whole damned building i dare to sneak one.
506161,you're something... my wife would hate...,my wife couldn't stand...
521854,"""i hope what lives down there will suffocate them.""","""hope whatever's down there chokes on em."""
471924,years from now there'll be no guys and no girls just wankers.,in a thousand years there will be no boys and girls.
111656,"""i want to burn the doll shop!""","' "" 'i want to burn the doll shop!'"
240468,quite ridiculous.,it's grotesque.
255327,a bookie's gonna kill a guy who owes him money?,a bookie kills a guy who owed him money?
547198,meanwhile doc number two's shitlicking smile has begun to fade on its own.,in the meantime dr. number two's sour smile starts to fade.
67947,son of a bitch!,son of a dog!
27614,i don't give a shit!,i won't allow it. -i don't care!
343496,the trouble is peter you had a pussycat,the problem is peter the whole thing was driving the poodle.
140086,don't be silly boy.,do not fool yourself kid!
294068,oh they're useless!,oh they're hopeless.
405866,only death is coming kebra.,but death is coming kebra.
280541,that my milos is rotting in prison you don't give a shit.,so what if milos is rotting in prison!
572115,you're so mean.,you're so mean. - shh.
93244,shut it.,close it.
378,he killed luca somewhere else then threw him there.,so luc was killed someplace else and dumped there.
204737,we'd start screaming and there would be a team of exterminators.,we'd yell and an exterminator team would come running.
541764,you came together to defend the disco... and you left it so you could kiss a whore you'll never see again.,you two came here together to defend disco... ...and you abandoned her to make outwith some skank you’re never gonna see again.
521507,i'm not a fuckin' doctor but yes i'm pretty fucking sure!,i'm not a doctor but i'm pretty sure.
171363,kiss your fanny?,kiss my peck.
308271,dong hyun you're saying you want to have sex with him?,dong hyun you saying you're gonna go one on one with him?
464928,you're the one who screwed up.,you are the one who masterminded this mess.
196895,with your little punk-ass friends?,from your little gangster friends? -oh!
396244,or i'll rip open your head and i'll take 'em out myself.,or i'll open my head and i'll take them myself.
542953,your mother will go to a psychiatrist she's going to tell her to leave me.,your mom's going to a psychiatrist. she's gonna tell marge to leave me.
63996,dawn she looks like a bitch and he's done it.,dawn she's a dog and he did it with her.
468708,boron you take the winner!,order. boron you can judge the winner.
460955,how do you forget to put a damn diaphragm in before you go to a ronnie james dio concert?,how could you forget about protection when you went to ronnie james dia's concert?
377215,i just hit him.,i didn't attack him.
342283,dan dan wake up. i'm fucked.,dan dan wake up.
205025,i wish to be amused. bring me my fool.,i want to be entertained bring me the clown
477128,everything was so arranged that he swallowed every drop of my piss,all were arranged by spotting every drop of my urine.
429560,deaf jews.,the jews.
79192,hey grandma grandpa you want to keep this shit at home?,hey granny gramps don't you want to continue grumping at home?
389166,you get out a paper then go to that helpless young idiot culum and talk him into putting up money for the new press.,first print the paper then go to that helpless little boy culum and convince him to lend you a new machine.
187976,is that why you want me dead?,is that why you want me to die?
169305,i know fucking well we live in a society of laws-- sal you are gonna help us build a case against tony soprano.,i know very well that we live in the legal society of sal you will help us against tony soprano.
537850,damn you. i've paid the deposit.,i already paid for the deposit.
18931,"i thought that then i'd look at those little shits... ...and get angry because it looks like they're taunting you saying: ""why don't you have one of me yet?","that's what i thought then i looked at the little monsters and i got upset because they look like they were laughing at you ""why don't you have a baby yet?"
37270,so what do you say my serbian motherfuckin' friend?,what do you think serbs my bad friend?
39076,deray you're crazy.,deray you're tripping.
214032,it was a damned impregnable castle in the old days! ',in the old days one hell of a place to crack!'
15783,useless to try to explain to hugh the hand that he could breathe the water as easily as he could breathe air.,there was no point in trying hugh the hand to explain that this water could breathe as easily as air.
257881,i'd like to see you kiss each other.,i would love to see you two kiss.
301959,hug your father.,give your dad a hug.
511508,well it's an interesting combination of elements ... ..making him a... tough little son of a bitch.,well it's an interesting combination of elements that make him... pretty resilient.
479084,if you feel lower than scum at the bottom of a pond you got it coming.,if you feel worse than mud at the bottom of a pond you've got what you deserve.
291051,with the bullet there might have been one more of the dead.,that bullet was one less dead grounder.
344542,dr. lshii if... you commit suicide then i'll join you.,dr. ish when... you commit suicide so do i.
80934,as your attorney i advise you to take a hit out of the little brown bottle in my shaving kit.,as your lawyer i suggest you find a little something to shave.
508203,what the hell is it this time?,what the hell happened this time?
158015,if you do i'll fuck you up like a big bunny jumping around a hole!,like a big old jackrabbit bunny... jump all around that hole.
444729,who knows what would've happened with those two jerks?,who knows what those two magkers could do to us?
108787,no this is all fucked up.,no this is a terrible mess.
210910,holy shit it's woods.,dude woods is here.
194973,open the damn door!,open the door!
483516,you screwed up... five deaths.,you did something mess... five dead.
5090,the crazy bitch called you.,you were called crazy cow.
225733,kinda sucks huh?,too bad huh?
218017,the blow to the head must have killed him.,that blow to his head must have killed him!
112240,shut up i want to sleep!,i want to sleep!
230028,what did i say dick?,what'd i just say weanus?
520279,goddamn man. the guy is in complete denial about absolutely every aspect of his life.,hell guys the man absolutely denies any aspect of his existence.
239972,our bathroom downstairs is disgusting.,the ladies' room downstairs is nasty.
43547,the radios were fucked up.,the radio's gone.
445644,rape is nasty.,rape is heinous.
507065,have a bit of bloody decency.,have a hell of a bit of decency.
146765,why am i so fucking nervous?,i'm really nervous.
389667,if that fucking monkey had run some kid over... everybody would have a very different opinion.,if rodney king had run a child everyone would have had different ideas.
131523,when thugs rise up we have to cut them off at any cost.,when bullies rise up we have to beat them down whatever the cost.
209603,you're a queen not an idiot.,no. you're a queen not an ox.
331318,i'll tell you about that nonsense.,i'll tell you about it.
287173,this place is insane!,an incredible place.
263720,god damn it max. we gotta roll man.,hell max we have to move.
131874,i will bend you to do mine relg or i will break you.,i will bend thee to my will relg or i will break thee.
394308,christian dior my butt!,christian dior god!
322686,i wish...... to die.,man: i... wish... i was dead.
313254,'a quick look at a map showed us the scale of my colleague's cock up.','quick look at the map has shown us the size of my colleagues' mistake.
486801,damn now i'm so angry.,hell i'm so excited.
481751,you can hunt them with impunity.,people can sort of fish them with impunity.
94838,what you going to do stab me with your purse?,you gonna inject me with your purse?
4591,"yes but ""were"" could be ""are"" if...if...if...ah you're acting crazy general.","yes but ""he"" could have been ""you're "" if... if..."
238947,before you know it he'll be a teenager and you'll teach him about masturbation and...,and before you know it he's gonna be a teenager... wow.
312816,i don't want to fuck a team or fuck them and i don't want to fuck anyone.,i'm either going tolet the team down or piss them off and i don't want to upset anyone.
74628,nicholas agrees. you are much more ugly than me wzenga.,nicholas agrees you're a lot uglier than me boyhood.
251717,"""damn!"" slanter gasped.","""shades!"" slanter gasped."
574904,mcmurphy get your ass over here and bring dracula with you.,come here and take dracula with you.
40324,how would you like to be dropped on your head?,how would you like to be on your head?
265389,you will undergo medical treatment...... to keep your mouth shut.,you will submit to medical care... ...and you will be silent.
454813,on the other side of the vast wonder of the time he had spent at the restaurant was the time he told the clerk he was an asshole.,on the other side of the vast gulf of time he'd spent in the tea and jam shoppe he had called the clerk a creep.
191652,to be honest i'm just trying to kiss some ass 'cause chief boden put my paperwork through and i will be starting here at next rotation.,to be honest i'm just trying to be honest with you because commander boden has sent my papers and i'll start here at on the next rotation.
436583,he's like an animal. you better send him down!,it is an animal is better to send him mine!
217352,oh! goddamn it!,bloody hell.
378741,this place is a dump.,this is a dump.
201569,what the hell did he care about all the rest?,does he care about everything else?
155377,that seems the same as when one of the other or of us slovakian makes a fool of doesn't it?,seems to me the same when one takes the mickey out of another or makes fun of us slovaks right?
410465,he's a drug dealer to me.,to me a dealer is a dealer.
26989,what are you doing you piece of shit?,what are you doing why are you trembling?
405708,you know what i could never figure out is why you were such a jerk to me from the day that i showed up that summer.,you know i could never figure out why you treated me like dirt since i came to the lake this summer.
230343,everybody gets a special menu at headquarters... a sandwich full of shit and white milk.,everybody gets the special downtown. one baloney sandwich and one white milk.
368876,would you two knuckleheads come on?,would you kindly go you two mothers here?
562395,how lame.,that's lame.
124523,dude it wouldn't be bad to fly straight to heaven and then go straight to hell.,we just flew right into heaven or right to hell!
146076,and those bastards will bring it all back.,and those pricks do all the packing.
449144,be nice to your mother turtle.,be good to her turtle.
104641,fear will render them useless.,fear will give them hope.
509443,if i see any of them caught up in the air i'll dump him.,if i see one of them flopping on the deck gasping for air i'm gonna let him buy it.
152437,all right xandir's useless.,all right xandir's out.
538123,i can be dead later.,i may not be alive later.
326303,delusional schizophrenic.,a longer-term schizophrenic.
332350,i fuckin' cheated on maria!,i cheated on marie.
103821,i assume that means more bombs and kills.,i suppose that means more bombings and more killings?
467635,what the hell is this?,and what that means?
28318,you can't fight me without shattering yourself.,you won't be able to defeat me!
334169,i'm sorry i didn't mean to i've never had much goddamned tact.,sorry i didn't mean i was never very tactful.
231285,you're not a wimp.,you're not a peacock.
389721,hell starve to death if he lives here in the dark for too long aracia observed.,'he'll starve to live in the dark for a long time 'aracia said.
464148,i got my brothers killed i got your father killed,i was responsible for the deaths of my brothers and your father.
30675,"it's like a fucking ceramic mug that the kid made in school where the handle's too big and it says ""i heart dad.""","it's a ceramic cup that made him a kid in a school. with too much ear and he says ""i'm-a-a-a-daddy."""
367111,who would want to kill albert.,who would murder albert?
293750,if she knows i'm on blow she won't even talk to me. fuck!,if he knows i'm high he won't talk to me.
131637,but he's full of crap.,but he says a lot of bollocks.
38482,time enough has gone to finish your study may. destroy it!,there's plenty of time for you to finish your study may.
553561,like a guy he was an idiot.,as a guy he was kind of ajerk.
36805,i'm a little baby... who's going to hold my fucking hand?,i'm just a kid who's gonna keep an eye on me?
