,source,target
278581,we'll break him.,he'll break.
445265,and it's gonna burst her pretty skull.,it'll tear up her pretty skull.
262333,but pretty soon someone figured out that if you resist the urges to sleep forjust minutes... you got a prety kick ass high from it.,but soon someone found out that if you resist the sleep for only minutes you're pretty much the source of it.
71097,all right let's go kick down the bitch's door. ♪,all right let's kick the door down.
223408,a little donkey and went back.,a little burro and he would come back.
270514,i don't know and i don't give a shit.,i don't know and i don't care.
434025,do you know how much it sucks using a hand-cranked vibrator?,do you know how to use a hand-powered vibrator?
549437,you're telling me i should fire my loyal wife like a dog and preach it's the law?,are you telling me that ditching the queen like a dog would be the law of the court?
402703,everyone had beards big fuck-off beards in the old testament.,they all had a beard an awful big beard in the old testament.
543077,it's better if they think you're a pervert and not a werewolf.,well better they think you're a nonce than a werewolf surely.
541134,it's a damn good idea.,it's a hell of a good idea.
257628,well i wouldn't know about that shit.,i don't know anything about that.
181462,now if you shoot buddy's got your shotgun he's gonna shoot back.,so if you shoot buddy has your shotgun and he shoots back.
438390,i went to shit you know and i... it was weird.,i went into the loo right and i... it was odd.
158705,from now on i want you to do one cock push-up a day... every day.,from now on i want you to do one bird-click every day.
247299,he called us crazy.,he calls us mad.
178917,the last thing he needs is a lapdog as a handler.,the last thing he needs is to have a pet dog for a guardian.
455044,oral sex.,orchid sex.
309972,sergio one more word on motim banana and i'll hang you on the shop door and then i'm gonna nail you with all the nails i can find you know?,i'm gluing you to the workshop's door and fasten you with a whole package of nails you got me?!
452194,damn song!,cursed song!
329304,"""i almost ripped my ass off to get to where i'm at.""","""i’ve worked my ass off to get where i’ve gotten."""
244468,oh that sucks.,that's terrible.
253178,they believe only they have the right to exist in the universe... that all other life forms are inferior and must be exterminated.,they think only they have the right to live in space that the other forms of life are inferior and they have to be wiped out.
521166,"""so you can smash her up right?""","""so you can smash it i suppose?"""
2515,you narrow-minded fools would lock the wand in a safe but red skull and i will use it to reshape tomorrow!,you nut restrictions would lock that wand into the vault while red skull and i would use it to recreate the future.
96038,there's nothing that bothers me like an idiot who can't shut his beak up.,nothing grinds my gears worse than some chowderhead who can't shut up.
65158,what's that shit?,what is it?
550626,so you think this ass-biting client might actually have something to do with stacey's death?,do you think this one-eyed client may have anything to do with stacey's death?
533319,"says he ""as to walter i'll lead him to slaughter.""","he says ""i'll bring walter to defeat."""
296832,we should consult-- -there will be no goddamn consulting.,i think we should consult. -there's nothing to be consulted about.
234107,that's because she's ugly.,that's because she isn't cute.
469609,that's a little sick.,that's a little creepy.
204757,not if you don't think about urinating on your hands.,not if you don't mind bunions on your knuckles.
40666,miles wanted to rip the tape off his pasty face and press his neck.,miles itched to tear that tape off his rubbery face and start squeezing.
354967,i could run you overby accident.,i can cause an accident.
2163,he wanted me to pee on him.,he asked me to pee on him.
79041,you have to promise me if it gets fucked up you'll just blow up the mess.,you need to promise-- something goes wrong you drop a bomb on the whole mess.
293724,and unless we can find someone to corroborate your sexuality preferably not some hot bikini model... we're screwed.,and if we don't find someone who confirms your sexuality if you can't get a sexy model in bikinis...... we can wrap it up.
406386,oh come on pussycat.,aw come on now honey.
35614,an alchemist would be a murderer and a scholar.,the alchimist would be a murdered and a scholar.
170803,go to hell thomas!,back off thomas.
419770,you can... you can try to shoot one down if you want.,you can uh... you can try to hit one if you want.
323607,sorry i called you ugly.,i'm sorry i called you a monster.
566657,if i had a bayonet i'd stab myself.,if i have a bayonet i'll stick around.
179180,mitch use the gun.,mitch just use the gat.
156551,well do you want to have sex?,well do you want us to sleep together?
512356,that's none of your damn business. stay out of my personal affairs.,do not interfere in my personal affairs.
410681,holy shit i'm so sexy!,hell i'm hot.
437897,well... what about another tigger?,what about another tiger?
515404,they turned on the radio...... and they said he ran out of a fool.,she switched on the radio... ..and they said there was like this crazy madman on the loose.
283764,this man can still be a crook.,this man could still be a trickster.
566693,no you're a bug.,no you're the pumpkinhead.
522147,son of a hundred maniacs,a son of a hundred freaks.
524750,damn it do you have my phone?,you don't have my phone?
116889,and the sword will take your soul.,the sword consumes your soul.
162294,he put together this hilarious bunch of thieves and in his infinite cleverness he decided that... yeah i guess i'm your boss.,he put together this merry band of thieves. in his infinite wisdom he decided that well guess i am the boss of you.
573365,did i mention her breasts?,did i mention her bosom?
135963,then he jumps out on you going to fucking work and you shake his hand?,then he comes up to you on your way to work and you shake his hand?
489480,she stood dumb and helpless while he approached.,she stood mute and helpless as he approached.
540968,now you wanna split into groups? fuck.,now you want us to split up?
409595,and now i am fucking life.,and now i'm enjoying my life.
184167,because as written the devil is a great crook son of lucifer.,for as it is written the devil is the great deceiver the son of the morning star.
172205,i got to beat up a kitten.,i had to paw the kitten.
179419,i'm leaving you to hang helpless in the dark.,i'm leaving you dangling helplessly in the dark.
13262,we threw away things for people to kill for today.,we threw away things people kill each other for now.
244830,one move and you're dead.',"""another movement is dead and his"""
225322,or maybe she'd just seen some strung-out junkie god knew there was no shortage of them in new yorka junkie with a little green worm crawling out of her mouth ?,or was it just some high-end junkie god knows there wasn't enough of them in new york - a little girl who's got a green worm out of his mouth?
304677,i'm a monster.,i am the monster.
268205,this sure beats my day job... of traveling down bad roads in a crappy truck.,i'm sure it's better than my job... even with travelling on terrible roads in a terrible car.
474164,what a scoundrel.,what a ruffian!
339942,they don't give a shit do they?,regan: they don't mess about do they?
535927,fulness lock up and throw them all out!,fulgence lock up and kick everyone out!
197908,the crazy woman went to school for the boys' cause she thought you were picking them up today.,your little nut bundle showed up at the boys' school cos she thought you were picking them up today.
252941,take your leg off!,get your foot off!
23567,that's fucked up.,that's messed up.
292755,because i'd much rather we talked about it than suffocate in yourself.,cos i'd much rather you spoke to me about it than bottled it up.
237625,throw it.,put it down.
357949,barkovitch told mcvries to go to hell and now he seemed quite upset by the whole thing.,barkovitch told mcvries he was going to hell and it looked like mcvries was really on his nerves.
483780,i want something to bring down a bullet while you try to burn it.,i want something i can knock out of the way with the slug while you try to burn it.
23362,the coolest shit in the world to the people who need it the least.,the best things in the world give people that need them all the least.
520421,you fucked up kemp.,you blew it kemp.
136212,homer said that to antilochus to get him to stop driving his chariot like a maniac.,he told homer antilochus to stop him in his crazy car driving.
29316,what the hell is that sound?,what the hell kind of sound is that?
127155,for sex with dark fae?,for sleeping with dark fae?!
191464,"""give me all your penises.""","i said ""give me all your monkeys."""
230956,i'd rather jump off this cliff right now than go back to fucking prison.,i'd rather jump down than go back to prison.
198940,'they're already dead! ',"""they are already dead!"""
121455,they slept with him and then turned him into a... toad.,they loved him up and turned him into a...horny toad.
428847,all those instructors chasing kids' pocket money saying they did mountain training. it's all just crap.,all those instructors are just chasing after money when they claim they have mountain training.
557112,hey quit fucking around and get up.,hey stop faking and get up.
283733,during your fornication with those devils have you tasted for the short time their blood?,during your infidelity with the demonic women did you for one instant taste of their blood?
417679,you're right. that was not the fucking wind.,you're right it wasn't the hell of a wind.
378412,the point is she sucked on it till she was and now she's in braces.,the point is he sucked him into his years and now he's got braces.
522571,you wanted me ugly didn't you?,you wanted me you creep huh?
423510,where the fuck are the army guys?,where the hell are the soldiers?!
14052,blow me rikki.,kiss me rikki.
217899,do you really think you emptied your sperm in a plastic cup?,you really think you did it into a plastic cup?
101011,your sister she's real fucking hot you know?,your sister is an amazing cat you have to protect her.
520273,fuck you clarence you married?,clarence you got married?
51599,stefan said we should burn her in the woods.,stefan said we should bury her in the woods.
434042,kelly lash will kill irina dr. green's colleague.,kelly lash kills lrena ndr. green's colleague.
37451,get your butts out of here!,get out of here.
276539,second offense we're gonna scare the shit out of you a third offense and you're out.,second strike we're gonna scare you straight and the third strike you're out.
83353,i can goddamn explain.,i can explain.
427741,also at : someone likes to get killed by a sexy chick in the southern homicide.,then at some like their murder with a side of sexy **** on southern fried homicide.
98449,jackie when they hook you up do you make sure they don't have... ...air in your veins or is that just bullshit?,jackie when they bugged you did you make sure you didn't get any air?
450131,i wish tietjens would write to his damned wife. or at any rate stop her from writing to me.,i wish tietjens wrote to his wife or she stopped writing to me.
575367,but i'm telling you i'm gonna blow him up very easily.,but i shall cut him very short i can tell you.
177775,no i mean you go on down the line of rape so the hooligans don't think they'll just get away with it.,no i suggest let's go on with the rape case so that the riffraff doesn't get away with that.
362296,when i'm through he won't know who to trust... ...not even that bene gesserit witch he sleeps with.,when it was over he wouldn't know who to trust nor the bene gesserit witch he was sleeping with.
84796,your mom ordered you to have sex.,your mom sent you a booty call.
561841,can't we just sit here and shut up?,can't we just sit here and not talk?
397695,don't worry i'll play my pan. but at the end of the trial you're going to tap your little gavel you're going to stand up and confess to the murder. your duty demands that! fuck you han!,don't be afraid i'll play my part but at the end of the trial you knock yourself in get up and confess to murder.
534837,you're the only one with a fucking key.,you're the only one who has the key.
294806,taylor the hell it isn't.,taylor it's not.
538042,we'il get to mexico and it's gonna be sweet rosemary... and proof liquor... and rice and beans and none of this shit's gonna matter.,when we get to mexico it's gonna be easy... and -ozed liquor and rice and beans and it's not going to happen.
285078,not until we shut it up.,not until we find a way to close it!
533271,what kind of sick ethics did lotos durona manage to make this woman a victim to be a fake?,what kind of twisted ethics drove lotus durona to make of this girl an imitation-willing sacrifice?
430642,repaglinide is a short-acting oral secretagogue.,repaglinide is an oral anti-diabetic medicine in the short term.
408474,they invite their boys here for the night...... and then there's parties cigarettes drinking partying sex.,they'd bring their boyfriends here at night... ...and then there would be parties cigarettes booze fooling around...
510864,you'll kill your back again. -...five...,you're gonna lock your back again.
555636,arrest them.,arrest him.
429520,i hope i don't insult you...... but you act like a nasty old woman.,i hope you don't mind me saying but you are being a bit of a right old moody.
265143,i'll fund my sister asshole!,i can get my sister.
520120,their made-up faces and enigmatic expressions the maskes of drunkards the shouting wild laughs idiotic and cruel jokes... reminded me of some strange and weird people... that you see all over the district.,those artificial faces and the enigmatic expression those squinting dirty masks shouting devilish laughter cruel and silly jokes reminded me of other people strange and disturbing which live in all rural towns.
458506,but it takes a lot of his brain.,but it just... it scrambles his brain a lot.
259537,i'm sorry i didn't shoot your head when i cut your fucking knees.,i was regretting not blowing your head off when i did your knees.
518204,shut up campbell!,quit it campbell!
521523,zoomer was always a crook.,zoomer's always beenthe mischievous one.
271578,men and women use and abuse each other all the time.,men and women use each other and abuse each other.
57056,hey clarissa do you want to play battle shits?,hey clarissa you want to play catch-up war?
442224,at least in the week my daughter was kidnapped she wasn't only interested in her son...... and the damn football!,at least i didn't spend the week my daughter was missing focusing on my son
409908,what the hell happened to you?,what happened to you?
293181,don't you agree slave?,don't you agree slave master?
17699,decorated in early fuck.,decorated in an early showroom.
502171,then it all blurted out and the fact that we're with your mom in such a predicament yes in a giant smelly shit.,then the lines get blurry and the fact that your mom and i are in such a weird place. yeah. hence the big stinking mess.
413054,you think you can beat us with your tits?,you think you can win us over with your trinkets?
260867,we're waiting for a wild animal to come over here and get himself killed.,we waiting for a wild animal to walk up to us and volunteer to die?
293260,why don't you throw me to the lions?,why don't- why don't you - just feed me to the lions?
242125,he should open fire not distract her!,he ought to be concentrating his fire not dispersing it!
447462,because you can't stop thinking about the true lies you know when arnie is strapped to a stool with a serum of truth then he breaks the shackles and kills them all.,'cause i just can't stop thinking about the movie true lies you know where arnie's strapped to the chair and shot full of truth serum then he picks his cuffs and kills everybody.
215337,the only way you can save yourself is if you agree to marry a black man.,the only way to save yourself is to agree to marry the sorcerer.
74727,and it is written that the first seal shall be broken... ...when a righteous man sheds blood in hell.,'and it is written that the first seal will be breached 'when an honest man lilies in hell of blood.
529933,mckie continued on his way past the sphere found another nipple protruding and knocked.,mckie continued working his way around the ball found another nippled extrusion knocked.
334283,mr davis says educating girls is as useless as cats.,mr. davis said it was as useful to educate a woman... as to educate a female cat.
104295,'cause of that shit you pulled in the kitchen. i should've fucked you up but i let you walk away and i let you come get yourself together.,because for what you did in the kitchen i should have cut you but i let you go and let you take off.
369643,a bitchy little drizzle like you know someone's goddamn spitting in your face.,such a nasty little drizzle like someone spitting in your face.
463745,i don't like you.,i don't either.
178503,faggot i need you to keep surveillance north to north east.,i need you to guard the north and northeast.
359962,i can't do a damn thing.,there ain't shit i can do about it.
451156,this is useless!,this is worthless!
108208,has everyone in this fool town gone crazy?,is everyone in this town crazy?
230644,are you crazy max?,are you mad max?
166813,i just wanna smash.,i just want to break.
219732,so i'm still here serving pittsburgh's finest while they're still on duty for shit tips.,so i keep hitting pittsburgh's best when they're still on duty for a lousy tip.
208132,because he's foolish.,because he's misguided.
421702,he's an old-fashioned gangster bastard larry.,it's an old-fashioned mobsters ball larry.
78160,i'm not going to stupid gillian's!,i'm not going to gillian.
234057,you may not be able to fight like a samurai. but you can at least die like a samurai.,even if you can't fight like a samurai you may die as a samurai.
93937,you'll be turned to stone!,no! you will turn to stone.
126520,anyone who talks about themselves in the third person is crazy.,anybody who talks about themselves in the third person is looney tunes.
208927,i will not help a madman.,i'm not going to help madmen.
235876,but i sleep with his girl.,but i'm sleeping with his girlfriend.
221465,you're making me really fucking nervous all right?,you're really freaking me out okay?
102309,stop fucking around and get ready for ballet!,stop touching and get ready for ballet!
521079,i believe he won't kill her in the back of his own car with the driver.,i'm confident he won't kill his wife in the back of their chauffeured town car.
113228,oh a weird lady tried to give penny a ride... but she wouldn't have anything to do with trashy people like them.,a strange lady who tried to give penny a ride but she wouldn't have started it with inferior people.
68895,but he's a piece of junk.,but it is a piece of gosa.
570951,you might find yourself a midget if you're lucky.,perhaps you'll find a midget - if you're lucky.
107827,they look a little big to be badger balls.,they look a little too big for a ball of badgers.
203271,either we stick together or we die.,we stand together or die.
59389,"""hey amy "" she's useless.","""hey ames "" nothing."
320833,you're feeding hitler's trash.,hitler's goose-steppers you feeding.
51262,the bosses what do they give a fuck?,bosses what do you care?
122590,show some puny brains that a particular thing is possible and they will sooner or later catch yourself to madness until they learn how to do it.,show some bright minds that a thing is possible and sooner or later they'll drive themselves mad until they learn how to do it.
500925,shit i grew up with them.,hell i grew up with them.
23899,this marital enthusiasm was a damned contagious disease.,this enthusiasm for marriage is an infectious disease.
45282,it was stupid. i figured i had to. i figured i had to stay.,i thought about it and realised i had to stay.
479111,dex hit me.,dex give it to me.
174208,will they kill themselves?,uh... will they kill each other?
335587,"you'll be a damn sight more comfortable than sleeping on the deck.""","it's a hell of a lot more comfortable than sleeping on board. """
486641,bitches.,- cunts.
294303,i fucked it up pretty good.,i screwed up big-time.
165158,percy your job is to stay here and suck up to my aunt.,percy you stay here and take care of your aunt.
374459,"i say ""shit she may be ugly now but you should've seen her when i was drinkin"".""","i say ""he may be ugly now but you should have seen her when i was still drinking."""
241821,it's not your fault dud.,it's not your fault dude.
249032,i swear to god if krieger was doing his... what's his new bullshit?,i swear to god if krieger was doing more of his -- what's his new awful thing?
10941,so he drags him out and beats the shit out of him.,he took him out and beat him up.
195900,i'm a chipmunk and i don't want to serve the japanese.,i am chinese i do not want to serve the japanese.
267123,"next time i'll shoot from the hideout. ""","the next time i'll just shoot from cover."""
130840,what the hell is wrong with you?,what the devil is the matter with you?
471790,this business of you being a killer was an unhappy coincidence.,the thing about being a killer was an accident.
1977,liking a boy having sex that means giving up on gymnastics and i won't do that i can't...,like having a boy having sex that means giving up gymnastics and i don't want that i can't...
192211,take him in the back.,take him out the back.
314643,"""why didn't he chop your legs off?"" said urn.",'why did he not cut your feet? 'asked urn.
483124,most of all i wanted to die.,louis: most of all i longed for death.
141786,what the hell is going on?,what is going on here?
505562,if you're gonna wear me in the middle of the night we're gonna get fat.,if you keep bringing chinese food in the middle of the night we're both gonna get fat. i know what you've been thinking.
238431,stop that begging crap now or i'll kick your ass right out of this car!,stop begging or i'll kick you out of the car!
467052,i'll send the money and the butts to the boy.,i'll send the money to the boy.
327927,he's gonna hit us!,he'll crash into us!
407086,then what the fuck are you calling me for?,then why do you bother me?
357666,sonny if the enemy ever caught you with this they wouldn't kill you,son if the enemy catches you with this he won't kill you.
530453,it´s your own dumb-assed fault.,this is your fault.
404143,enough of this shit.,enough crapping about.
188845,bullshit the cia doesn't have that technolo--,cia doesn't have that kind of...
171804,i can be with these fucking people here at this after-party they will fix that.,i can be here with these people at this afterparty and they'll take care of everything.
118956,open the door! - shut up dan!,open the door fitch!
356326,what the hell is going on here doctor?,what the devil is going on doctor?
278116,'it's useless sarge 'he said.,'no good sergeant ' he said.
58626,but you can hear it's complete crap.,but you can then hear it is stillborn.
554814,shut up. what about the girl?,what about the girl?
282362,if you and mr. meeker both died the mine would be free for everyone.,if both you and mr. meeker had died that mine would be a free-for-all.
323323,this is ridiculous.,don't be absurd.
383482,no no i'll confess i shot him with my fucking phone.,i'll confess i killed him with my phone.
516367,and that slit in her throat like she had an extra mouth.,and that cut her throat like she had another mouth.
394367,five thousand head of my cattle... and not so much as one bloody fucking peso.,five thousand cattle... and i didn't get a peso from you.
241797,so we're screwed.,so we're dead.
265448,one whore for bucks or bitches for a buck.,one $ hooker-bot or $ hooker-bots?
208020,but he's a little foolish.,but it is a little dizzy.
115935,he'll probably build a spaceship for some jerk...... and fly to the planet of booger or something i don't know.,they'll probably build some weird nerd spaceship and fly it to... to planet booger or something. i don't know.
531824,billy took his pecker out there in the prison night and peed and peed on the ground.,billy there he was on camp night pissing and urinating on the ground.
454585,you wouldn't have been such a shitty parent... who can't remember the sandwiches... who can't get kerry's bottle together!,you wouldn't be such a bad parent...... who forgot sandwiches...... and prepared a bottle for kerry!
341006,he's crazy about a german pimp.,he is crazy about the game of german batball.
467532,one day in order to achieve his goals stroy might try to kill us.,one day to suit its own goals it's possible that the machine will try to kill us.
89578,fuck you can't be alone even here.,hell you can't even be here.
101983,i'll never forget this because she sat next to us a prostitute.,i'll never forget it because this uh... this call girl took the table next to us.
44532,sure we see powell and koon stretching out and hitting him with sticks and brisenio kicks him in the head it looks terrible.,you got powell and koon cracking him with billy clubs... and briseno's kicking him in the back of the skull... so it looks severe you know?
215827,i've got two strippers.,i already have two strikes.
80620,you drive me home ill forget about this whole kidnapping shit.,you're gonna throw me home and i'll forget the whole kidnapping.
158333,first you drop that bomb on jason which by the way now i'm gonna have to un-drop.,you dropped jason's bomb first which by the way i have to neutralize.
129727,babies would be stolen by motherhood-mad harridans by crazy sterile old men.,in the end kids would probably have stolen some mothering-obsessed semesters or crazy sterile starters.
512644,"""don't shoot the woman!","""fire not upon the woman!"" he cried."
524502,i gotta deal with this shit man.,i have to fight this man.
430681,no no no they took a . bullet from you.,no no no it was a. caliber slug they pulled out of you.
318589,everyone will say clint eastwood... is the biggest loser in the west!,everybody everywhere will say clint eastwood is the biggest yellow belly in the west!
70803,son you're trying to fuck bad guys.,listen son. you're trying to diddle the wrong men.
263649,what the hell are you doing to my car?,what are you doing with my car?
125184,for the fucking basket?,for a gift basket?
147142,if necessary i'll send more troops to destroy the rebels.,if we need to send the second army to destroy the rebels
281222,do what you want me to do but i won't let any gay flabbermouth talk to a war hero!,do as you like with me but i won't have a swishy party-boy backchat a war hero! war hero?
258210,trained him to survive. i trained him to kill.,i taught him how to survive.
167016,he molested his wife.,he abused his wife.
236504,well that's about the year i started to stink.,well that's where i started to stink.
156659,you want some pussy or something?,will you have a piece of pie or something?
330147,in death by strangulation i think it's best to start with a tongue-in-cheek.,um in strangulation death i guess it makes sense to start with the hyoid.
323580,you fucking earned that. don't forget that.,you earned it. don't forget it.
178406,i-i was convinced that you would think it was a dumb idea.,i was convinced you'd think this was a bad idea.
460905,it's a fucking bloodbath saul.,he's bathed in blood saul.
232161,i'm going to hook him.,i'll cuff him.
269970,they'il burn their feet.,he burns his feet.
509362,your mom is a bag of laughter compared to my dad!,your mam's a barrel of laughs compared to me dad.
174784,it would no avail only to fight and die.,it would have profited no onemerely to fight and die.
170526,but jesus! fuck!,oh jesus!
327728,i can control my cock,i can control my...
234401,i love you nigger!,yeah! blud i love you blud!
344211,i cut my knuckles against his mouth.,i broke my hand on his face.
14268,mike parasites on your romantic evening right?,mike piggybacked on your romantic night didn't he?
360645,takhisis told us that if we don't take this oath he will kill our children still sleeping in eggs.,takhisis told us they would murder our children as they slept in their eggs unless we took the oath.
508664,i will show you that i have been inappropriately instructed how to drive a woman whose lack of respect for society borders the sociopath.,i will demonstrate that i was improperly instructed in driving... ...by a woman whose lack of respect for society borders on the sociopathic.
261005,oh hell with it.,oh hell with that.
234280,i really like your guts.,i like your courage.
188555,safija where are you going god damn it!,safi where are you going for god's sake?
274904,it's like being gay.,it's like a homo's paradise.
13519,shut up celia.,quiet celia.
47765,did you fuck her?,did you bang her?
155929,well leave it on the damn floor.,all right leave her on the floor.
463835,except for the person who's supposed to kill me.,except the person assigned to kill me?
302173,this woman is like without a hip.,the woman appears to have no hip joints.
37280,you'll be sleeping with you murdered.,you can sleep in the dead woman's cave.
297375,you're worse than my parents but not so old.,you're worse than all of my parents but not as old .
1192,hey you were the one who shot me in the face that beaver had sex with my girl.,hey you're the one that threw it in my face about beaver sleeping with my girlfriend.
239613,i went through a windshield at : one morning and i don't give a fuck.,i flew in at a.m. with a windscreen and i don't care.
202558,"""here; where you can never find him "" and spat lewis in the face.",“here; where you can never find him ” he said and spat in lewis’ face.
482010,when the tide brought the water up to the first wall he dug a moat with his fingers spreading the wet sand like a woman's vagina.,when the tide rushed the water to the first wall he dug his fingers up his fingers digging into the pit like a woman's wedge.
495767,it's a damn miracle that your body is still working.,"""it's a bleeding wonder your body still functions."
223100,shut up both of you!,be quiet both of you!
359340,a bunch of fanatics you hate this country you're furious' cause we're not playing football?,you hate this county you're mad just because we don't play soccer here?
545069,and i swear if i ever get a chance i'll strangle maggie.,and... i swear i would strangle maggie if i ever got the chance.
311797,only winners are more attractive for sex with girls bruce joked?,only winners are more attractive to the opposite sex bruce eh?
48689,what else do you call your butt?,"what do you say ""butt""?"
442591,i tire of his pagan beliefs and false history.,i am tired of its pagan pretensions and false histories.
61941,she burned you.,it's burning you.
526475,if the car gets immobilized start shooting. nobody gets traded. everybody dies.,the car stops they start shooting nobody gets away and everyone dies.
555365,i need the whole circle to set up the skull and beat the hunters.,diana can't leave. i need a full circle to assemble the skull and defeat the witch hunters.
480807,you were a big dog in a gang in chicago?,you were a big man with the syndicate back in chicago?
424811,he's a joker.,it's the joker.
279588,"""sometimes it's good to be a dick and sometimes it's good to be on the ground.""","""sometimes it's good to be a bird sometimes it's good to be on the ground."""
239689,i give up this damn soldiering now what you gonna do about it?,i'm gonna give up this army and what will you do now?
482722,but...... it sucked.,but... ...it was all for nothing.
341911,she got an answering machine some bitch reciting a fax number and saying questions should be faxed and they would get back to her.,there was an answering machine some sort of trajda reclining the fax number and asking for faxed questions to call themselves.
347610,he was still a gentleman then he's just a wily pig today.,in those days he was still a gentleman.
43900,"""you and your merry band of thugs.","""you and your merry band of cutthroats."
267496,the problem here is that i've already told them that we're going to start here and if i have to step back from that if the first act as commander i make is not going to fail because of your idiotic ideas then i promise you that i will destroy you not only that you will never get a job on this planet but you will never get off this planet even if it means buying all the available space on the ships that fly out of here.,the problem there is that i've already told them that they'll be staying here and if i have to go back on that if i get embarrassed in front of my new command because of your silly-ass games then after you're fired i'll not only see to it that you never work on this planet again by purchasing any company you apply at i'll block your leaving even if it means buying up every seat on every outbound ship for the next year.
429851,yes brother tokyo sin is insane!,yes bruv tokyo sin is dench!
145586,or are you scared shut up!,or you're scared.
134342,guinea pigs,guinea prasata
31753,with will's mum on facebook that's tonight's wank lined up.,when will's mom is on facebook that's what the chase is for tonight.
140448,please don't stab me.,please don't take me.
36281,i just received a call about a white and black man...... running around the boardwalk and a little trigger...... and you two attacked me instantly.,spencer i just got a call about a white guy and a black guy running down the boardwalk wreaking havoc and i immediately thought of you guys.
573162,"""look over there "" he continued pointing across at a group of aliens bunched together around a table their horny heads almost touching.","""look over there "" he continued pointing at the clumsiness of the unhumanoids around the table."
518682,you're lucky i'm interested in women's tits.,you're lucky i care about lady pecs.
243829,you're the chickenpox.,you're bubonic.
572226,she's... fat!,she's... overweight!
469258,de soto must win because i lashed him on the turf so now i'll let him be whipped by me - the hatchet buried.,de soto's champ because i whipped him on his turf so now i let him whip me on mine-- hatchet buried.
307964,to keep him locked up he'll both be fucked... or lose him and climb to the top - solo.,let his pal cling on and they're both yak food or... shake him off and make it to the top - solo.
460468,their mouths were round like toothless fish.,their mouths were round like those of lampreys.
8515,it smells like an old woman.,smells like grandma.
359461,if his body were here too he would have to squat on his butt and stare with his mouth open.,had his body been with him it would have sat down heavily with its mouth hanging open.
149745,since amy died he fights this urge every single day and lately he wins only by reminding himself that he won't be able to find the fisherman - and punish him as he deserves to be punished - if he's fucked up on devil dust.,since amy's death he's been fighting the urge every day and lately he's only been winning by reminding himself that he won't be able to find the fisherman - and to punish him the way he deserves to be - if he gets away with the devil dust.
529403,gupta throw him your gun.,gupta give the lad your weapon.
520856,an ugly monster?,some kind of a freak?
438627,even if you're such a prick.,even if you are an abomination.
155957,they give him a shovel and he's gonna get him kicked.,they hand him a shovel tell him to dig.
317647,okay i'm gonna forgive this whole brooke-peyton lesbian hug.,i am going to excuse myself... ...from this whole brooke-peyton-lesbian-love-hug thing.
449690,we aim for the point where everyone who is marked for death dies.,we are heading to the point where anyone who has been destined to die will die.
417910,what is the first fucking rule?,what's the first principle?
459566,please draw your left leg and draw your right knee to the chest.,sir why don't you extend your left leg and put your right knee right up to your chest.
232507,nate grew to be an invaluable resource providing us with any quantity of shit we needed... so long as he got his cut four ounces from every kilo we ordered which became almost two keys a week.,nate proved to be an invaluable resource when he supplied us with any of the drugs we needed... if he had a cut of it four ounces from each of the keys which was roughly two pounds a week.
153554,just hang yourself.,just hang out by yourself.
563290,what is it fart?,what up dog?
209158,the best places are the most ridiculous closest arena that was reserved for the emperor high functionaries priests etc.,the best seats are the ones farthest down closest to the arena and that was reserved for the emperor top office holders priests and so on.
550840,by the way... ...if you talk to that sheriff of yours again... ...or if you don't show up at : ... ...l will burn your life and every person in it... ...like a cane field in a high wind.,by the way...... if you want to talk to the sheriff again...... or if you show up at ...... i'll light up your life and every person in it...... as a pole with a sugar cane in the wind.
118412,stop thief!,stop thieves!
106103,"""that's none of your damn business martin.","""none of your business martin."
564302,but this stupid because the death exists well.,but that's good for the existence of death.
388030,maybe what he need is for you to pop your titty out his mouth and let the buy grow up.,perhaps more he needs you to pull your bauble out of his mouth and let it grow.
319688,there was this one kid the other day he took a shit in his pants and then sat in it.,yeah he pissed one in his pants last night and then he sat down.
282335,he's gonna have a heart attack!,if gammy finds out she's gonna have a heart attack!
296937,i'm going to land in the very centre of drsnoland itself the amusement park of the future where everything goes like shit.,we're now approaching our final destination itchy and scratchy land... the amusement park of the future where nothing can 'possibli' go wrong.
88876,why is my apartment filled with horny hot teenagers?,why is my apartment full of horny good-looking teenagers?
353623,stop bitch!,stop cow!
577134,perhaps there had been no way to defeat bog without killing him.,didn't there really be a way to defeat goga without killing him?
456187,maybe my queen will take that into account when she wants to stab you.,perhaps my queen will take this into consideration... ...before she has you staked.
333041,'aye they've got some boring unknownst midget who doesn't care. ',"""yeah they just left in some totally boring un-famous dwarf that no-one cares about."
505900,but it's my ass on the line too jordan.,but it's my person too jordan.
60234,so now you want to be a pussy and quit you quit.,so if you want to be behind the pulse and stop you're done.
245009,you're damn right it's not fair to live with someone who clearly has problems.,you bet it's not fair having to live with someone who's obviously troubled.
569920,"the yardman say ""abraham chop them up","in the yard they called me ""abraham cut them..."
182289,helicopter following some dipshit through the streets?,the helicopter that's following the town?
196784,where's the fifth? damn it!,where's the fifth?
277338,she's got a boner!,she's got a bomb!
497791,no. what the fuck did you say?,what are you saying?
347185,what the hell are you doing up here?,what are you doin' up here?
346408,better to love and lose than have a fat butt.,it's better to have love and lost then to be butt-ugly.
308965,mom you're terrible.,mom that is gross.
201641,listen man are you taking me for a twit?,listen man do you think i'm crazy?
38001,"""shoot at the bridge "" brim ordered him.","""put a shot past the bridge chief "" brim ordered grimly."
355069,cut him in here.,you cut here.
